username, created_at, lng, lat, text
_iKhanic, Mon Feb 01 23:06:41 +0000 2021, -96.810113, 32.809951, 🌮🌮 (@ Taqueria La Ventana in Dallas, TX) https://t.co/Z12fRkBCts 
shenna_brook, Mon Feb 01 23:06:41 +0000 2021, -81.288532, 28.611402, @jaredgivens_4 this 
taylormone__, Mon Feb 01 23:06:41 +0000 2021, -73.948775, 40.655138, Anacostia, Congress Heights and Minnesota Ave 
Auggiepena, Mon Feb 01 23:06:41 +0000 2021, -87.301941, 30.419130, Loving yourself is the best thing 
juniorending, Mon Feb 01 23:06:41 +0000 2021, -83.286480, 42.094659, puttin money in this safe need to make sure that we all safe 
Kiezz9, Mon Feb 01 23:06:41 +0000 2021, -80.146568, 39.478155, @malachiwest79 ❤️🤞🏾 
taylortimonyy, Mon Feb 01 23:06:41 +0000 2021, -81.077407, 46.584181, @chau_katelyn what did you just retweet 
_mojokojo, Mon Feb 01 23:06:41 +0000 2021, -96.602142, 32.774938, @817nohilson i cant believe niggas let me sleep for YEARS smh 
its_crawford01, Mon Feb 01 23:06:41 +0000 2021, -85.293073, 37.102359, Wow you’re cute 
kyork20, Mon Feb 01 23:06:42 +0000 2021, -71.534209, 42.939816, @dcancel ... and spoil the blog post I’m going to write based on this poll?! 😉 
v21bh, Mon Feb 01 23:06:42 +0000 2021, -73.968542, 40.780709, I deserve to have enough flexibility and money to leave this city when it wants to turn into the day after tomorrow movie set 
beachguy291, Mon Feb 01 23:06:42 +0000 2021, -70.660097, 42.073721, @ChiChiGreenblat Yes, yes I am 
Steel_coach, Mon Feb 01 23:06:42 +0000 2021, -95.446486, 29.838495, @Coach_GJohnson Straight over my head coach 
Stealrsnation, Mon Feb 01 23:06:42 +0000 2021, -96.830093, 46.864883, @Joe22504307 @MN_CRIME Let him rot in prison, that’s worse than death penalty!! 
Quarter_P_Mike, Mon Feb 01 23:06:42 +0000 2021, -149.758794, 61.235042, I really hope this new SARS-CoV calms down this summer. 
TorianoSenior, Mon Feb 01 23:06:42 +0000 2021, -74.985076, 39.710994, @522GAdams @thekjohnston me: HOLLERIN🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂 
tylerbeckerr, Mon Feb 01 23:06:42 +0000 2021, -81.657895, 36.215092, James Borrego just announced IF Terry is out LaMelo would start, per is pregame media session 
kiwi_milli, Mon Feb 01 23:06:42 +0000 2021, -87.967292, 43.056722, @6801Wolfe Are you serious? 
SouthernerSays, Mon Feb 01 23:06:42 +0000 2021, -84.763010, 33.379917, @NomadicBackpac1 It's never okay! It's your intellectual property! 
Conddy_, Mon Feb 01 23:06:42 +0000 2021, -83.173867, 32.678207, 😭😭 
jlo5150, Mon Feb 01 23:06:42 +0000 2021, -71.444080, 42.971199, @MikeCroninWMUR I would have paid cash money for you to smack Jon with a snowball 
LILDEATHSTAR, Mon Feb 01 23:06:42 +0000 2021, -118.411907, 34.020789, @thatsnotani @HaitianBhaddie I know people personally who follow his regimen and have healed themselves. I’ve becam… https://t.co/sbEe5Xr0sP 
DanKnuckles, Mon Feb 01 23:06:43 +0000 2021, -121.469664, 38.561722, @CoriBush The National #PublicBlackBuyIn has begun!  Happy #BlackHistoryMonth https://t.co/7r7WK4qkYP 
royalrea_, Mon Feb 01 23:06:43 +0000 2021, -118.411907, 34.020789, @juskeef_ @Linrenzo precisely! 
msbasketball1, Mon Feb 01 23:06:43 +0000 2021, -84.395900, 33.756404, Y’all can’t tell me that God ain’t good!!!! That’s my name!! Momma look!!! 🙏🏾🙏🏾🙏🏾🏀🏀🏀 We live at 6:15!!!! Make sure… https://t.co/aF0ND2XTNd 
SkagitSalmon, Mon Feb 01 23:06:43 +0000 2021, -122.311821, 48.418120, https://t.co/DwSrJripvH 
taaygucci, Mon Feb 01 23:06:43 +0000 2021, -115.135165, 36.060964, I’m very sad rn an kinda depressed 🥺 
enriquevbjr, Mon Feb 01 23:06:43 +0000 2021, -117.824049, 33.810159, @xotonironixo No 
AleinaAlmeida, Mon Feb 01 23:06:43 +0000 2021, -80.233328, 25.782353, I need to hear this reminder more often. Sometimes I get discouraged. Other people don’t understand that success co… https://t.co/o6UAEF4kLb 
cee_eeeeeeee, Mon Feb 01 23:06:43 +0000 2021, -95.446486, 29.838495, @Ted_DoEmNasty Uh oh what did I do ? 
test5geo1798, Mon Feb 01 23:06:43 +0000 2021, -118.411907, 34.020789, TEST_GEO_Hierarchy: 3aba8a3b-5a8f-41d5-a43b-22668ebfbdf7 
test5geo1798, Mon Feb 01 23:06:43 +0000 2021, -119.306608, 37.269176, TEST_GEO_Hierarchy: 8aa67683-9ddf-4bfe-9d4a-85edcf3abf0c 
queens_joe, Mon Feb 01 23:06:43 +0000 2021, -74.096050, 40.902760, @SenTedCruz Shut up you insurrectionist fck, cult follower, you tried to overthrow our government you coward 
ncosta78, Mon Feb 01 23:06:44 +0000 2021, -117.158500, 32.715500, Just posted a photo @ San Diego, California https://t.co/mz97oO3zcf 
test5geo1798, Mon Feb 01 23:06:44 +0000 2021, -122.416738, 37.776796, TEST_PLACE: 0cf6775e-7664-404b-83b9-d318dc145e19 
Justinvgill, Mon Feb 01 23:06:44 +0000 2021, -83.173867, 32.678207, @A_Higher_Living check ya dms 
bitfiddler, Mon Feb 01 23:06:44 +0000 2021, -84.296906, 33.772208, @BCallifornia Sigh. I love guys with great shoulders! 
CalebGovoruhk, Mon Feb 01 23:06:44 +0000 2021, -71.213683, 42.325392, @MassGovernor @MassDOT @MassEMA @MassLtGov Ladies and gentleman, another solid clown performance from the Baker administration. 
ArtisanM3, Mon Feb 01 23:06:44 +0000 2021, -82.999600, 39.962400, Just posted a photo @ Columbus, Ohio https://t.co/8vwbY8CuX8 
emilyncamacho, Mon Feb 01 23:06:44 +0000 2021, -84.433106, 33.767195, i need crab legs , how did i go so long without eating some !? 
SauterSuzanne, Mon Feb 01 23:06:44 +0000 2021, -76.620482, 39.284713, How iconic would it be if the REAL LU shut down the fake LU 👀👀👀 
NutcaseVegan, Mon Feb 01 23:06:44 +0000 2021, -85.655700, 42.961300, Just posted a photo @ Grand Rapids, Michigan https://t.co/HMVlx2Ggk9 
Kandermi, Mon Feb 01 23:06:44 +0000 2021, -77.236969, 38.805115, @Keidinhab Alguém precisa fazer alguma coisa e  parar essa nojenta 🤮 
buenbella, Mon Feb 01 23:06:45 +0000 2021, -98.540651, 29.417501, @olivictela @vanitalleo IM INTO TO YOU im into you,,let them wonder how we GOT SO FARRRR 
rachelslathar, Mon Feb 01 23:06:45 +0000 2021, -98.716992, 35.309047, can we be strangers // brandy clark my chest 
Hydeia33, Mon Feb 01 23:06:45 +0000 2021, -84.475291, 33.657586, 😩😩😩 that sleep be the best ever 
KingTazzico, Mon Feb 01 23:06:45 +0000 2021, -90.011008, 29.982601, @27Teddies That is my favorite Michael songgg. 
TheEddGarcia, Mon Feb 01 23:06:45 +0000 2021, -118.411907, 34.020789, @TheNBACentral @RyanUnderhill7 
rbatzz, Mon Feb 01 23:06:45 +0000 2021, -74.066663, 40.718001, https://t.co/9K6kDRqOad  Last of my mugs ☃️ https://t.co/PaHfZxrPBb 
TStackhouseWMTW, Mon Feb 01 23:06:45 +0000 2021, -70.656987, 43.138607, @tfleck721 @WMTWTV You be safe too! thanks Teri :) 
locolocal3, Mon Feb 01 23:06:45 +0000 2021, -119.701636, 34.429885, @Trick206 @yashar What an ugly creature 
smashmario, Mon Feb 01 23:06:45 +0000 2021, -118.411907, 34.020789, Ter que comprovar renda de 20 mil pra morar no Jabaquara numa casa com... mofo no teto. São Paulo tem que acabar. https://t.co/DHxsc1Y8S9 
hbkbubby, Mon Feb 01 23:06:45 +0000 2021, -122.315421, 37.552481, @Associa Soooooo........high volume of calls or lack of representatives? https://t.co/IJRYLiLG3G 
Listortolero, Mon Feb 01 23:06:45 +0000 2021, -79.272570, 43.629311, @Revista_iF El amor de la madre. Eso es lo único gratis. 
landboi_, Mon Feb 01 23:06:45 +0000 2021, -88.103680, 30.818716, Told you!!! Congrats 
Football_Delta, Mon Feb 01 23:06:45 +0000 2021, -121.318138, 37.995385, Class of 2021 we know this has been a tough year for you but San Joaquin Delta College is here for you. Local guys… https://t.co/XnmFMHwKdj 
CaricMartin, Mon Feb 01 23:06:46 +0000 2021, -83.173867, 32.678207, @LakeChip Dedicated to his craft! 
WarriorOf_Hope, Mon Feb 01 23:06:45 +0000 2021, -73.671054, 42.438844, #Beauty of #nature, #winter #wonderland @lester_blum #snow #SnowStorm2021 #snowinny #fun #TrueBeauty… https://t.co/WAUJkn5qOp 
BoneyJaynie, Mon Feb 01 23:06:46 +0000 2021, -80.926628, 33.631140, Congress Corey Bush is instigating violence and blaming everyone else! Typical!! 
Guardabascio, Mon Feb 01 23:06:46 +0000 2021, -118.156711, 33.809172, Please check this out. Grateful to Korea and her mom for letting me give this behind the curtain look at what high… https://t.co/nbdbJvVsO6 
AbbenePaul, Mon Feb 01 23:06:46 +0000 2021, -81.986834, 26.636480, @MacyMeadowsx Hi Macy,Happy Monday,hope you are having a wonderful day.😍 
smarlss, Mon Feb 01 23:06:46 +0000 2021, -97.754724, 30.323346, He is potty trained on pads as of three weeks w me and has follows my verbal cue outside very infrequently. I provi… https://t.co/8F1ghDut5j 
chingalatuya19, Mon Feb 01 23:06:46 +0000 2021, -123.123581, 49.257639, @Mielly007 J'ai bien peur que la prochaine fois, il va rentrer majoritaire ce woke là 
amiranaamo1, Mon Feb 01 23:06:46 +0000 2021, -117.035027, 32.985291, @AstrioSaid 🌷🌷🌷 
J0nathanGuzman, Mon Feb 01 23:06:46 +0000 2021, -96.761753, 32.819858, @LadantayeG @TitanfallBlog https://t.co/eUgOaLLDsp 
kriskartel718, Mon Feb 01 23:06:46 +0000 2021, -73.948775, 40.655138, @FindNewArtist Check out this nice steppers track s/o @1DJCHIZZLE https://t.co/ITXGZSTWyz 
Argonaut611, Mon Feb 01 23:06:46 +0000 2021, -74.664279, 40.076634, @AnnCoulter I see why you quit being a lawyer; you’re really bad at it. 
FinolHugo, Mon Feb 01 23:06:46 +0000 2021, -80.353332, 25.772288, Es imperativo que los @caribesanz de #Venezuela ganen hoy, no se pueden dar el lujo de perder 2 juegos en esta seri… https://t.co/2UbbdWBJZp 
IronChefPstone, Mon Feb 01 23:06:46 +0000 2021, -122.330602, 47.614817, @YourPilllowGuy Had some nearly freezer burnt cod pieces to use up. And, you're correct, it's a very PNW day out there 
rayce1therace5, Mon Feb 01 23:06:46 +0000 2021, -118.242227, 33.966404, @CapriesCorleone 😂😂 
Sarahwaugh20, Mon Feb 01 23:06:46 +0000 2021, -80.404734, 27.630996, @ImSpeaking13 A whole bunch 
Football_Delta, Mon Feb 01 23:06:47 +0000 2021, -121.318138, 37.995385, DL: Joey Sandoval @_CoachSandovalILB: Patrick Flanigan @Coach_Flanigan_DB: DuMaurier Jordan @CoachD_Jordan 
DOCASTAFF, Mon Feb 01 23:06:47 +0000 2021, -73.968542, 40.780709, PAGO PRA VER!Bora assistir essa cena que vai ser fodastica! Com @Vagninhoxxx e @CariocaPornStar.Siga também… https://t.co/Cf7h16COSS 
tadeoGallardo10, Mon Feb 01 23:06:47 +0000 2021, -100.270474, 25.736715, La educación es peligrosa 
N0ZAM, Mon Feb 01 23:06:47 +0000 2021, -115.038337, 36.006256, Who’s mom gonna make me some homemade pozole 
Heerak4Congress, Mon Feb 01 23:06:47 +0000 2021, -77.101999, 38.880845, Over 1 million people get cancer every year &amp; over half die from it within 2 years, sadly 😭With COVID-19 more wil… https://t.co/uTf3RG9iBY 
f_balart, Mon Feb 01 23:06:47 +0000 2021, -80.304663, 25.857732, @LeeAnnBinGA @NJRugbyGrl @funder Yes, let them judge it at the corresponding levels. 
_june0621, Mon Feb 01 23:06:47 +0000 2021, -84.230650, 33.526882, If you watch anime watch the god of highscool 😂 it is fucking hilarious 🤣 https://t.co/fI1LBoM69E 
jassaveli, Mon Feb 01 23:06:47 +0000 2021, -76.620482, 39.284713, It feels so good helping my mommy build her new business venture 🥰 can’t wait to see her logo! 
tweedyboy57, Mon Feb 01 23:06:47 +0000 2021, -92.131274, 34.751936, @SenateGOP SHOULD have Hat in hand AND say Yes Sir How Much do you need..WE screwed it ALL UP. #COVID19… https://t.co/kiDp2t1YW4 
SkyCirclesLA, Mon Feb 01 23:06:47 +0000 2021, -118.224220, 34.036361, Aircraft with unknown registration, ICAO ~318215 is circling over Boyle Heights, Los Angeles at 600 feet, speed 8 M… https://t.co/JiphzeYz3x 
nprusky182, Mon Feb 01 23:06:47 +0000 2021, -79.753237, 42.789815, what the fuck😂😂 
test5geo1798, Mon Feb 01 23:06:47 +0000 2021, -122.416738, 37.776796, TEST_PLACE: f3e52117-4377-4f9c-a088-2b6f35a6aac8 
ClaudioKnizek, Mon Feb 01 23:06:47 +0000 2021, -77.203885, 38.937486, @AJentleson Manchin and Sinema won’t go for it.  Filibuster is dead on arrival. 
Cassperloc, Mon Feb 01 23:06:48 +0000 2021, -115.135165, 36.060964, @MoneyBaggYo https://t.co/k7sHnH8Hqt 
saulsxwestside, Mon Feb 01 23:06:48 +0000 2021, -118.411907, 34.020789, @bocadraco good and you? 
imseauxcray, Mon Feb 01 23:06:48 +0000 2021, -90.232393, 29.936149, @LivinLaVidaLisa Idk why people think the way they do!!! 
JaidaMaurian, Mon Feb 01 23:06:48 +0000 2021, -82.331475, 34.938968, Damn if my body snapping back like this I wonder what it’s gone look like come the first day of summer 😍😜 
theworldofryan, Mon Feb 01 23:06:48 +0000 2021, -85.480497, 38.261642, @Denaheathe @sassnotclassy @Booker4KY No scam. I think he has a gambling problem. Always asking people at work for… https://t.co/PFNgA6p3d3 
iembot_bgm, Mon Feb 01 23:06:48 +0000 2021, -76.070000, 41.780000, At 5:47 PM EST, Lawton [Susquehanna Co, PA] PUBLIC reports HEAVY SNOW of 12.40 INCH. ELEVATION 1345'. https://t.co/jByzLkXhrz 
beautylegion1, Mon Feb 01 23:06:48 +0000 2021, -82.781350, 28.029418, @Gop You plan on aquitting Trump.  Your just an enabler. I wonder if you would feel the same way if you got beat or… https://t.co/FLTdzTdoUe 
tmj_min_sales, Mon Feb 01 23:06:48 +0000 2021, -83.475304, 42.475497, If jobs with titles like "Account Executive" sound appealing to you, follow us to hear about these types of opportu… https://t.co/Z2PkLr7Ubr 
JohnPapaloni, Mon Feb 01 23:06:48 +0000 2021, -79.578980, 43.248107, January 2021 Hamilton-Burlington-Grimsby Real Estate Market Stats provided by Realtors Association of Hamilton-Burl… https://t.co/SI6cCH6lkc 
ZadiCardona, Mon Feb 01 23:06:48 +0000 2021, -95.446486, 29.838495, You know it’s gonna be fucking 🔥🔥 
JMcDonald_SAEN, Mon Feb 01 23:06:48 +0000 2021, -98.123250, 29.705614, @EnswellJones @KVanValkenburg @JasonIsbell When this pandemic is over, there needs to be a cross promotion wherein… https://t.co/AOlNqqukSL 
Kennedy7456Dale, Mon Feb 01 23:06:48 +0000 2021, -80.817245, 41.235332, Secede my friend 
greathornedowl, Mon Feb 01 23:06:48 +0000 2021, -100.076888, 31.168893, @DudleyandBob ???what was the first announcement??? 
Huluing, Mon Feb 01 23:06:48 +0000 2021, -79.002112, 35.054627, @GS17__ @DallenEdwards I’ll carry. 
MrJud_BMS, Mon Feb 01 23:06:48 +0000 2021, -72.897340, 41.508286, For the record, Ace Ventura had a sequel. Love a good sequel. #SnowDay2ElectricBoogaloo 
_xprettyassty, Mon Feb 01 23:06:48 +0000 2021, -92.665842, 33.213828, You become apart of the circus when you entertain a clown. 
COLORADOTR19, Mon Feb 01 23:06:48 +0000 2021, -68.984705, 45.188407, Definitely a #primeprime 
tmj_MD_eng, Mon Feb 01 23:06:49 +0000 2021, -76.776932, 39.120293, Career tip for landing jobs like "Data Scientist Engineer TS/SCI with Polygraph Required" in #AnnapolisJunction, MD… https://t.co/C87qdSeRsf 
BentleyDelorean, Mon Feb 01 23:06:49 +0000 2021, -89.922029, 35.133521, @jordan_whoelse Nah my boy imma plug you in on the motherload of anime for free 
MannyMill, Mon Feb 01 23:06:49 +0000 2021, -77.604684, 41.117936, NO RTO this Thursday, February 4th.We’re canceling because of two factors:  1) The current forecast is for snow in… https://t.co/Qfc9oTQevG 
jesse_the_bstrd, Mon Feb 01 23:06:49 +0000 2021, -72.795967, 40.800762, @sethmerms @jyamaz50 @Mets https://t.co/mc9Mdj9jEi 
disashaw, Mon Feb 01 23:06:49 +0000 2021, -78.657837, 35.843981, https://t.co/yk18po6mph 
bxtchausten, Mon Feb 01 23:06:50 +0000 2021, -112.124676, 33.552863, never met a Daniel that wasn’t a bitch 
ChristineDress, Mon Feb 01 23:06:50 +0000 2021, -75.210588, 40.071580, Have you heard about our steal@of a deal Galentines box?!  Check it out. Link in bio. Start at 22:13! 🧸❤️ @ Chestnu… https://t.co/lSVXNhbEYh 
PatriciaJRaube, Mon Feb 01 23:07:34 +0000 2021, -75.903592, 42.111785, @peacebang @RevJoBear ^^*Here to say this! ^^^ 
EpicallyHarshed, Mon Feb 01 23:07:34 +0000 2021, -73.948775, 40.655138, @jeongsteph I noticed! I wore my fancy red velvet loafers. They have tassels. 
511NY, Mon Feb 01 23:07:34 +0000 2021, -73.679429, 42.558826, Updated: Incident on #I90 WB from Exit 11E; US 9 north; US 20 east to Exit 12; US 9 https://t.co/t27A7NbsZ0 
thirdeyecomics, Mon Feb 01 23:07:34 +0000 2021, -76.492200, 38.978500, Just posted a photo @ Annapolis, Maryland https://t.co/Ng8TW9m540 
511nyAlbany, Mon Feb 01 23:07:34 +0000 2021, -73.679429, 42.558826, Updated: Incident on #I90 WB from Exit 11E; US 9 north; US 20 east to Exit 12; US 9 https://t.co/IwyTBFucyu 
_MarcusGuy, Mon Feb 01 23:07:34 +0000 2021, -83.804475, 27.698682, @TalkinJake 
TyDomi3, Mon Feb 01 23:07:35 +0000 2021, -82.496676, 42.832605, 😀😄😁😆 
DoloBoo, Mon Feb 01 23:07:35 +0000 2021, -73.948775, 40.655138, REIMAGINE the future of #blockchain #technology during the largest #VirtualConference - Hosted by @mouse_belt and… https://t.co/oGM7vj2sPX 
KrasleyCmas, Mon Feb 01 23:07:35 +0000 2021, -77.604684, 41.117936, @RachelYonkunas Stay warm and safe! 
Cbroo123, Mon Feb 01 23:07:35 +0000 2021, -100.076888, 31.168893, I’m already over this month dawg wtf 
PVRADlSEISLAND, Mon Feb 01 23:07:35 +0000 2021, -76.969264, 38.796432, I keep my coke in mine 
Watch_The_Drive, Mon Feb 01 23:07:35 +0000 2021, -100.076888, 31.168893, Y’all gotta fuck with the lights off every time? 🥴 
wotsonwsb, Mon Feb 01 23:07:35 +0000 2021, -84.386456, 33.798003, Guess who is live tonight 10p-midnight on 95.5 @wsbradio #atl and streaming worldwide on https://t.co/LTTAU5jB2i an… https://t.co/6nZkmjXO4i 
CasaRobleFB, Mon Feb 01 23:07:35 +0000 2021, -121.300731, 38.763160, Casa Football lost a family member. Jonathan Depaz Tores “Topaz” did his community service on Friday Nights assisti… https://t.co/Ijh2ZiaPQz 
PattiJ26089081, Mon Feb 01 23:07:35 +0000 2021, -120.583402, 44.145437, @olejonbj @WOrtsen @SjuniorDonald @MPansio @DemProud @TCSReservations @stenhalle @WasabiDoobie @FredrikHirsch… https://t.co/rQVGcjYUEq 
theRealDelz, Mon Feb 01 23:07:36 +0000 2021, -76.295896, 36.763216, @kickheadmadu Killa Season, yuheard 
MereteMuenter, Mon Feb 01 23:07:36 +0000 2021, -73.985528, 40.757945, A snow-covered Big Apple! #nycsnowstorm, #midtownmanhattan, #hellskitchensnow, #timessquaresnow❄️ @ Times Square, N… https://t.co/bEfx8xYLum 
feelthatdrea, Mon Feb 01 23:07:36 +0000 2021, -76.886708, 38.872344, @ianeyecan @RicardoDSean Lmao I gotta get to the dorf 
__pl_ay__, Mon Feb 01 23:07:36 +0000 2021, -83.804475, 27.698682, 2021 is about ME fuck half ass friendship relationships fake ass friendship grimy ass bitches this year im focusing… https://t.co/Qd7jVPvQS4 
jimro71, Mon Feb 01 23:07:36 +0000 2021, -100.293591, 25.641718, @elchefherrera Osea q vas te sientas, te comes lo q te dan y te guste o lo te chinga jajajaja 
saidiaaa1, Mon Feb 01 23:07:36 +0000 2021, -86.791549, 36.200008, @CameronBankhea4 Whaaaaa https://t.co/XbB1n7NJLb 
ELL_hombre, Mon Feb 01 23:07:36 +0000 2021, -90.209062, 38.603626, Baby, it’s cold outside....but..heat is on the way..stay tuned.....Shoutout @against.the.grainn fending off t… https://t.co/PpIEbAVevw 
leathergoblin, Mon Feb 01 23:07:36 +0000 2021, -78.853563, 42.896230, one funny guy over here https://t.co/bCrcioEFKY 
CNorthzyy, Mon Feb 01 23:07:37 +0000 2021, -83.963842, 35.982470, @NBCNews God damn 
QueenLambright7, Mon Feb 01 23:07:37 +0000 2021, -71.088712, 42.313670, 😆 😂😂 
Andy_Bundy, Mon Feb 01 23:07:37 +0000 2021, -84.377927, 40.435226, Hey! Having a 30th birthday stream on my Twitch! Playing some Mario Party while my switch charges and potentially s… https://t.co/uVij9AMm3y 
Imagine36o, Mon Feb 01 23:07:37 +0000 2021, -73.574400, 45.503800, New year, new projects!#xr #ar #vr #virtualreality #augmentedreality #virtualtourism #montrealmoments #instadaily… https://t.co/XiT8CHFd9U 
bbcslutbunny, Mon Feb 01 23:07:37 +0000 2021, -71.497913, 41.557321, I...do not appreciate this weather 🤬 https://t.co/KqEjG4qQdz 
thegreenheron, Mon Feb 01 23:07:37 +0000 2021, -81.845664, 41.442401, @AspienBlue It really is. It is what you said: a vicious circle. 
papii_joaquin, Mon Feb 01 23:07:37 +0000 2021, -84.433106, 33.767195, #atl https://t.co/4bXZIjZtrR 
kamalthefunman, Mon Feb 01 23:07:37 +0000 2021, -96.621634, 32.907642, @justaline1 في فرق كبير بين الكريم و البخيل بين  خادم  الناس و مستغل الناس.طرابلس القلب  فاقت .✌ 
cristafaith1, Mon Feb 01 23:07:37 +0000 2021, -93.666378, 32.524673, BRO😂😂😂😂😂😂 
akingsensebirth, Mon Feb 01 23:07:37 +0000 2021, -117.661853, 34.119646, Im back yall 
eontourage, Mon Feb 01 23:07:37 +0000 2021, -81.402347, 28.299371, @ChrisJames5980 @saintsstan Bro just block them, I hear saints fans are the worst losers of any franchise. They’re… https://t.co/uHTjL7Ge3W 
coachTWoff, Mon Feb 01 23:07:37 +0000 2021, -83.173867, 32.678207, @madison_365 Smh 
Strngrtruthart, Mon Feb 01 23:07:38 +0000 2021, -80.263517, 26.124507, @artbyjacstudio That’s so so sweet thank you 💖 
john_jcorp32, Mon Feb 01 23:07:38 +0000 2021, -117.890000, 33.981000, Batman Imperial Palace Funko Pop #newaddiction #funkopop @ Rowland Heights, California https://t.co/QHHdHbaep4 
mhuntone, Mon Feb 01 23:07:38 +0000 2021, -77.572455, 43.211767, @KR1573N @davidbrunelle Yes! TRUTH!!! 
DanCart10222802, Mon Feb 01 23:07:38 +0000 2021, -81.248786, 42.948841, Your regularly scheduled reminder to listen to @EverBow returns.  One of my favourites of 2020 and new music coming… https://t.co/2f4IFUMCQn 
KendraDena, Mon Feb 01 23:07:38 +0000 2021, -86.791549, 36.200008, Update on @cam_parker98 They put a central line in &amp; gave him dilaudid. Unfortunately he did not respond well to th… https://t.co/Wo5wq4kxnV 
rrodriguesspp, Mon Feb 01 23:07:38 +0000 2021, -74.266161, 40.665227, BREAKING: Due to the snowstorm, all of the @SPPAthletics events are postponed for tomorrow. @SPPBASKETBALL… https://t.co/QLtjrLJJmr 
tmj_MS_LABOR, Mon Feb 01 23:07:39 +0000 2021, -89.829532, 34.961760, Interested in a job in #OliveBranch, MS? This could be a great fit: https://t.co/pyDltOi5TD #Labor 
davitydave, Mon Feb 01 23:07:39 +0000 2021, -122.435979, 37.770657, @SenTedCruz https://t.co/FzWy4TMPry 
FUFSD, Mon Feb 01 23:07:38 +0000 2021, -74.352368, 41.342894, ❄️The Florida Union Free School District will be closed tomorrow, Tuesday, February 2.🌨️Stay safe out there🌨️ https://t.co/wWgAxL6tIb 
RiceGroupInc, Mon Feb 01 23:07:39 +0000 2021, -96.734900, 33.061243, Consumer Protection Notice effective Feb. 1, 2021: https://t.co/Sp0P3l7MDW 
HUNGRYxB3AR, Mon Feb 01 23:07:39 +0000 2021, -80.347120, 25.671986, @andrearene @bioware @WhatsGood_Games Is the gameplay for each game the same as it was in the originals or are ther… https://t.co/pNp4HSi1Vx 
PrincessAya, Mon Feb 01 23:07:39 +0000 2021, -84.352444, 33.943457, @roastmalone_ 😂 
eldri66, Mon Feb 01 23:07:39 +0000 2021, -83.999204, 33.950635, @frascafrasca Finalmente llegaron! Excelente trabajo, felicitaciones a los dos!Gracias @mbenite2 https://t.co/jpUwVYI7bf 
Greg_Tish, Mon Feb 01 23:07:39 +0000 2021, -84.266174, 30.476216, Tomorrow is going to be so much fun!!!!! https://t.co/58in1huQrb 
Dannakay720, Mon Feb 01 23:07:39 +0000 2021, -100.076888, 31.168893, I used to say back in the day I wanted to be married and have some kids by 25 😫 ... https://t.co/pT5cZeeznc 
VickieEtherton, Mon Feb 01 23:07:40 +0000 2021, -83.206106, 35.955731, @GregPettys2 Hallelujah ! 
davidflaco30, Mon Feb 01 23:07:40 +0000 2021, -116.399697, 43.612072, @AustinReed1818 All the luck in the world !!!!! You got it 
everyEarthquake, Mon Feb 01 23:07:40 +0000 2021, -111.778500, 41.306000, USGS reports a M0.99 earthquake, 2 km ENE of Eden, Utah on 2/1/21 @ 20:08:08 UTC https://t.co/ffzatmbOwA #earthquake 
Hood_Hippy, Mon Feb 01 23:07:40 +0000 2021, -85.722346, 38.195555, Syrup, Soda, couple debit cards, phone charger and some mask https://t.co/SXzuiWsrU4 
LittleMariposa, Mon Feb 01 23:07:40 +0000 2021, -105.550890, 38.997936, @WokeMayo @eng_bryant @POTUS What you got came from a Democratic House. 
RiaJanoir, Mon Feb 01 23:07:40 +0000 2021, -117.197082, 33.688047, BIIIIIIIIIIIGGGGGG MF MOOD. Happy Black History Month 😌🤎 https://t.co/vIAOPH7aqM 
IntMedatIowa, Mon Feb 01 23:07:40 +0000 2021, -91.537062, 41.647354, A new publication from @iacobus42, Michael Welsh &amp; @narayananlab in @JAMANeuro shows Terazosin is protective agains… https://t.co/vxA8scs2qC 
Addonswolf, Mon Feb 01 23:07:40 +0000 2021, -115.223125, 36.232915, Primer to paint!  Gunna grind the paint off the top part of lettering to make it shiny. And new valve bolts come in… https://t.co/sOSartqXBn 
1of1pop, Mon Feb 01 23:07:40 +0000 2021, -88.161555, 30.683649, Been 3 whole weeks of being vegan , I feel Great🙏🏽 
beardancemarket, Mon Feb 01 23:07:40 +0000 2021, -79.420865, 38.003376, #blackhistorymonth2021 Legalization is exciting, but it's important to remember how we got here. We can't talk ab… https://t.co/q0OZgCvIKB 
IntMedatIowa, Mon Feb 01 23:07:41 +0000 2021, -91.537062, 41.647354, This publication builds on earlier work, which made international headlines when the connection between the prostat… https://t.co/AAjtCrIUS4 
StaceyRHopwood, Mon Feb 01 23:07:41 +0000 2021, -87.322169, 36.550984, @usedtobehmc That NSFW chapter was among the best $5 I've ever spent. I really, really needed to go behind that door. 🔥🔥🔥🔥🔥🔥🔥 
KevinZCox, Mon Feb 01 23:07:41 +0000 2021, -75.117998, 40.004866, @AdamSchefter Thank goodness he’s not going back to the booth then! 
biophyskrys, Mon Feb 01 23:07:41 +0000 2021, -73.873954, 41.701722, @DiannePater I signed up for alerts but haven’t gotten a single one grrr. I’ve literally been just refreshing constantly for days 🤦🏽‍♀️ 
Bobby__Quezada, Mon Feb 01 23:07:41 +0000 2021, -117.116533, 32.573709, Some might get a nod while others might get my #philosophy and #psychology on the subject at hand. #Gemini 
